2021-03-15 22:01:23,400 semantic_segmentation INFO: Start validation, Total sample: 29963
2021-03-15 22:02:03,530 semantic_segmentation INFO: Sample: 30, validation pixAcc: 97.882, mIoU: 91.107
2021-03-15 22:02:03,652 semantic_segmentation INFO: Sample: 31, validation pixAcc: 97.868, mIoU: 91.088
2021-03-15 22:02:03,773 semantic_segmentation INFO: Sample: 32, validation pixAcc: 97.868, mIoU: 91.121
2021-03-15 22:02:03,888 semantic_segmentation INFO: Sample: 33, validation pixAcc: 97.861, mIoU: 91.118
2021-03-15 22:02:04,007 semantic_segmentation INFO: Sample: 34, validation pixAcc: 97.853, mIoU: 91.061
2021-03-15 22:02:04,124 semantic_segmentation INFO: Sample: 35, validation pixAcc: 97.846, mIoU: 90.986
2021-03-15 22:02:04,241 semantic_segmentation INFO: Sample: 36, validation pixAcc: 97.835, mIoU: 90.838
2021-03-15 22:02:04,358 semantic_segmentation INFO: Sample: 37, validation pixAcc: 97.828, mIoU: 90.791
2021-03-15 22:02:04,475 semantic_segmentation INFO: Sample: 38, validation pixAcc: 97.825, mIoU: 90.717
2021-03-15 22:02:04,591 semantic_segmentation INFO: Sample: 39, validation pixAcc: 97.828, mIoU: 90.617
2021-03-15 22:02:04,710 semantic_segmentation INFO: Sample: 40, validation pixAcc: 97.843, mIoU: 90.279
2021-03-15 22:02:04,829 semantic_segmentation INFO: Sample: 41, validation pixAcc: 97.865, mIoU: 90.119
2021-03-15 22:02:04,945 semantic_segmentation INFO: Sample: 42, validation pixAcc: 97.871, mIoU: 90.071
2021-03-15 22:02:05,059 semantic_segmentation INFO: Sample: 43, validation pixAcc: 97.881, mIoU: 90.059
2021-03-15 22:02:05,180 semantic_segmentation INFO: Sample: 44, validation pixAcc: 97.889, mIoU: 90.035
2021-03-15 22:02:05,300 semantic_segmentation INFO: Sample: 45, validation pixAcc: 97.908, mIoU: 89.909
2021-03-15 22:02:05,418 semantic_segmentation INFO: Sample: 46, validation pixAcc: 97.929, mIoU: 89.848
2021-03-15 22:02:05,539 semantic_segmentation INFO: Sample: 47, validation pixAcc: 97.946, mIoU: 89.703
2021-03-15 22:02:05,660 semantic_segmentation INFO: Sample: 48, validation pixAcc: 97.963, mIoU: 89.602
2021-03-15 22:02:05,781 semantic_segmentation INFO: Sample: 49, validation pixAcc: 97.976, mIoU: 89.386
2021-03-15 22:02:05,907 semantic_segmentation INFO: Sample: 50, validation pixAcc: 97.979, mIoU: 89.228
2021-03-15 22:02:06,022 semantic_segmentation INFO: Sample: 51, validation pixAcc: 97.980, mIoU: 89.167
2021-03-15 22:02:06,145 semantic_segmentation INFO: Sample: 52, validation pixAcc: 97.989, mIoU: 89.029
2021-03-15 22:02:06,261 semantic_segmentation INFO: Sample: 53, validation pixAcc: 97.988, mIoU: 88.975
2021-03-15 22:02:06,381 semantic_segmentation INFO: Sample: 54, validation pixAcc: 97.984, mIoU: 88.867
2021-03-15 22:02:06,499 semantic_segmentation INFO: Sample: 55, validation pixAcc: 97.987, mIoU: 88.725
2021-03-15 22:02:06,618 semantic_segmentation INFO: Sample: 56, validation pixAcc: 97.991, mIoU: 88.542
2021-03-15 22:02:06,733 semantic_segmentation INFO: Sample: 57, validation pixAcc: 97.988, mIoU: 88.410
2021-03-15 22:02:06,853 semantic_segmentation INFO: Sample: 58, validation pixAcc: 97.980, mIoU: 88.265
2021-03-15 22:02:06,977 semantic_segmentation INFO: Sample: 59, validation pixAcc: 97.967, mIoU: 88.118
2021-03-15 22:02:07,100 semantic_segmentation INFO: Sample: 60, validation pixAcc: 97.959, mIoU: 87.879
2021-03-15 22:02:07,227 semantic_segmentation INFO: Sample: 61, validation pixAcc: 97.949, mIoU: 87.745
2021-03-15 22:02:07,352 semantic_segmentation INFO: Sample: 62, validation pixAcc: 97.934, mIoU: 87.401
2021-03-15 22:02:07,470 semantic_segmentation INFO: Sample: 63, validation pixAcc: 97.913, mIoU: 87.171
2021-03-15 22:02:07,575 semantic_segmentation INFO: Sample: 64, validation pixAcc: 97.882, mIoU: 86.908
2021-03-15 22:02:07,702 semantic_segmentation INFO: Sample: 65, validation pixAcc: 97.861, mIoU: 86.751
2021-03-15 22:02:07,819 semantic_segmentation INFO: Sample: 66, validation pixAcc: 97.843, mIoU: 86.580
2021-03-15 22:02:07,942 semantic_segmentation INFO: Sample: 67, validation pixAcc: 97.819, mIoU: 86.372
2021-03-15 22:02:08,064 semantic_segmentation INFO: Sample: 68, validation pixAcc: 97.796, mIoU: 86.149
2021-03-15 22:02:08,183 semantic_segmentation INFO: Sample: 69, validation pixAcc: 97.775, mIoU: 85.938
2021-03-15 22:02:08,282 semantic_segmentation INFO: Sample: 70, validation pixAcc: 97.749, mIoU: 85.698
2021-03-15 22:02:08,402 semantic_segmentation INFO: Sample: 71, validation pixAcc: 97.721, mIoU: 85.512
2021-03-15 22:02:08,518 semantic_segmentation INFO: Sample: 72, validation pixAcc: 97.684, mIoU: 85.283
2021-03-15 22:02:08,640 semantic_segmentation INFO: Sample: 73, validation pixAcc: 97.645, mIoU: 85.053
2021-03-15 22:02:08,760 semantic_segmentation INFO: Sample: 74, validation pixAcc: 97.606, mIoU: 84.827
2021-03-15 22:02:08,881 semantic_segmentation INFO: Sample: 75, validation pixAcc: 97.567, mIoU: 84.579
2021-03-15 22:02:08,985 semantic_segmentation INFO: Sample: 76, validation pixAcc: 97.523, mIoU: 84.315
2021-03-15 22:02:09,111 semantic_segmentation INFO: Sample: 77, validation pixAcc: 97.479, mIoU: 84.046
2021-03-15 22:02:09,243 semantic_segmentation INFO: Sample: 78, validation pixAcc: 97.431, mIoU: 83.782
2021-03-15 22:02:09,381 semantic_segmentation INFO: Sample: 79, validation pixAcc: 97.381, mIoU: 83.484
2021-03-15 22:02:09,524 semantic_segmentation INFO: Sample: 80, validation pixAcc: 97.324, mIoU: 83.231
2021-03-15 22:02:09,641 semantic_segmentation INFO: Sample: 81, validation pixAcc: 97.269, mIoU: 82.863
2021-03-15 22:02:09,787 semantic_segmentation INFO: Sample: 82, validation pixAcc: 97.213, mIoU: 82.516
2021-03-15 22:02:09,926 semantic_segmentation INFO: Sample: 83, validation pixAcc: 97.156, mIoU: 82.138
2021-03-15 22:02:10,064 semantic_segmentation INFO: Sample: 84, validation pixAcc: 97.085, mIoU: 81.729
2021-03-15 22:02:10,199 semantic_segmentation INFO: Sample: 85, validation pixAcc: 97.018, mIoU: 81.293
2021-03-15 22:02:10,324 semantic_segmentation INFO: Sample: 86, validation pixAcc: 96.943, mIoU: 80.853
2021-03-15 22:02:10,448 semantic_segmentation INFO: Sample: 87, validation pixAcc: 96.866, mIoU: 80.384
2021-03-15 22:02:10,572 semantic_segmentation INFO: Sample: 88, validation pixAcc: 96.794, mIoU: 79.935
2021-03-15 22:02:10,697 semantic_segmentation INFO: Sample: 89, validation pixAcc: 96.711, mIoU: 79.452
2021-03-15 22:02:10,822 semantic_segmentation INFO: Sample: 90, validation pixAcc: 96.623, mIoU: 79.026
2021-03-15 22:02:10,943 semantic_segmentation INFO: Sample: 91, validation pixAcc: 96.539, mIoU: 78.590
2021-03-15 22:02:11,072 semantic_segmentation INFO: Sample: 92, validation pixAcc: 96.462, mIoU: 78.167
2021-03-15 22:02:11,199 semantic_segmentation INFO: Sample: 93, validation pixAcc: 96.400, mIoU: 77.793
2021-03-15 22:02:11,328 semantic_segmentation INFO: Sample: 94, validation pixAcc: 96.337, mIoU: 77.458
2021-03-15 22:02:11,458 semantic_segmentation INFO: Sample: 95, validation pixAcc: 96.261, mIoU: 77.175
2021-03-15 22:02:11,586 semantic_segmentation INFO: Sample: 96, validation pixAcc: 96.194, mIoU: 76.837
2021-03-15 22:02:11,721 semantic_segmentation INFO: Sample: 97, validation pixAcc: 96.124, mIoU: 76.495
2021-03-15 22:02:11,850 semantic_segmentation INFO: Sample: 98, validation pixAcc: 96.062, mIoU: 76.301
2021-03-15 22:02:11,972 semantic_segmentation INFO: Sample: 99, validation pixAcc: 96.005, mIoU: 76.110
2021-03-15 22:02:12,092 semantic_segmentation INFO: Sample: 100, validation pixAcc: 95.960, mIoU: 75.892
2021-03-15 22:02:12,214 semantic_segmentation INFO: Sample: 101, validation pixAcc: 95.901, mIoU: 75.692
2021-03-15 22:02:12,324 semantic_segmentation INFO: Sample: 102, validation pixAcc: 95.844, mIoU: 75.467
2021-03-15 22:02:12,444 semantic_segmentation INFO: Sample: 103, validation pixAcc: 95.806, mIoU: 75.269
2021-03-15 22:02:12,559 semantic_segmentation INFO: Sample: 104, validation pixAcc: 95.757, mIoU: 75.054
2021-03-15 22:02:12,676 semantic_segmentation INFO: Sample: 105, validation pixAcc: 95.689, mIoU: 74.787
2021-03-15 22:02:12,794 semantic_segmentation INFO: Sample: 106, validation pixAcc: 95.639, mIoU: 74.548
2021-03-15 22:02:12,914 semantic_segmentation INFO: Sample: 107, validation pixAcc: 95.602, mIoU: 74.290
2021-03-15 22:02:13,032 semantic_segmentation INFO: Sample: 108, validation pixAcc: 95.559, mIoU: 74.025
2021-03-15 22:02:13,152 semantic_segmentation INFO: Sample: 109, validation pixAcc: 95.518, mIoU: 73.724
2021-03-15 22:02:13,274 semantic_segmentation INFO: Sample: 110, validation pixAcc: 95.483, mIoU: 73.457
2021-03-15 22:02:13,400 semantic_segmentation INFO: Sample: 111, validation pixAcc: 95.445, mIoU: 73.148
2021-03-15 22:02:13,522 semantic_segmentation INFO: Sample: 112, validation pixAcc: 95.409, mIoU: 72.883
2021-03-15 22:02:13,645 semantic_segmentation INFO: Sample: 113, validation pixAcc: 95.383, mIoU: 72.615
2021-03-15 22:02:13,746 semantic_segmentation INFO: Sample: 114, validation pixAcc: 95.358, mIoU: 72.444
2021-03-15 22:02:13,865 semantic_segmentation INFO: Sample: 115, validation pixAcc: 95.359, mIoU: 72.309
2021-03-15 22:02:13,981 semantic_segmentation INFO: Sample: 116, validation pixAcc: 95.360, mIoU: 72.260
2021-03-15 22:02:14,099 semantic_segmentation INFO: Sample: 117, validation pixAcc: 95.373, mIoU: 72.227
2021-03-15 22:02:14,217 semantic_segmentation INFO: Sample: 118, validation pixAcc: 95.392, mIoU: 72.260
2021-03-15 22:02:14,341 semantic_segmentation INFO: Sample: 119, validation pixAcc: 95.417, mIoU: 72.368
2021-03-15 22:02:14,446 semantic_segmentation INFO: Sample: 120, validation pixAcc: 95.438, mIoU: 72.470
2021-03-15 22:02:14,568 semantic_segmentation INFO: Sample: 121, validation pixAcc: 95.461, mIoU: 72.590
2021-03-15 22:02:14,688 semantic_segmentation INFO: Sample: 122, validation pixAcc: 95.485, mIoU: 72.712
2021-03-15 22:02:14,808 semantic_segmentation INFO: Sample: 123, validation pixAcc: 95.507, mIoU: 72.828
2021-03-15 22:02:14,931 semantic_segmentation INFO: Sample: 124, validation pixAcc: 95.530, mIoU: 72.954
2021-03-15 22:02:15,056 semantic_segmentation INFO: Sample: 125, validation pixAcc: 95.555, mIoU: 73.092
2021-03-15 22:02:15,170 semantic_segmentation INFO: Sample: 126, validation pixAcc: 95.579, mIoU: 73.234
2021-03-15 22:02:15,299 semantic_segmentation INFO: Sample: 127, validation pixAcc: 95.603, mIoU: 73.383
2021-03-15 22:02:15,429 semantic_segmentation INFO: Sample: 128, validation pixAcc: 95.627, mIoU: 73.527
2021-03-15 22:02:15,554 semantic_segmentation INFO: Sample: 129, validation pixAcc: 95.653, mIoU: 73.676
2021-03-15 22:02:15,678 semantic_segmentation INFO: Sample: 130, validation pixAcc: 95.678, mIoU: 73.824
2021-03-15 22:02:15,788 semantic_segmentation INFO: Sample: 131, validation pixAcc: 95.703, mIoU: 73.973
2021-03-15 22:02:15,911 semantic_segmentation INFO: Sample: 132, validation pixAcc: 95.729, mIoU: 74.114
2021-03-15 22:02:16,030 semantic_segmentation INFO: Sample: 133, validation pixAcc: 95.755, mIoU: 74.258
2021-03-15 22:02:16,151 semantic_segmentation INFO: Sample: 134, validation pixAcc: 95.780, mIoU: 74.400
2021-03-15 22:02:16,280 semantic_segmentation INFO: Sample: 135, validation pixAcc: 95.805, mIoU: 74.543
2021-03-15 22:02:16,401 semantic_segmentation INFO: Sample: 136, validation pixAcc: 95.829, mIoU: 74.680
2021-03-15 22:02:16,517 semantic_segmentation INFO: Sample: 137, validation pixAcc: 95.853, mIoU: 74.823
2021-03-15 22:02:16,647 semantic_segmentation INFO: Sample: 138, validation pixAcc: 95.876, mIoU: 74.966
2021-03-15 22:02:16,775 semantic_segmentation INFO: Sample: 139, validation pixAcc: 95.900, mIoU: 75.107
2021-03-15 22:02:16,907 semantic_segmentation INFO: Sample: 140, validation pixAcc: 95.924, mIoU: 75.242
2021-03-15 22:02:17,033 semantic_segmentation INFO: Sample: 141, validation pixAcc: 95.948, mIoU: 75.381
2021-03-15 22:02:17,155 semantic_segmentation INFO: Sample: 142, validation pixAcc: 95.971, mIoU: 75.517
2021-03-15 22:02:17,291 semantic_segmentation INFO: Sample: 143, validation pixAcc: 95.993, mIoU: 75.650
2021-03-15 22:02:17,414 semantic_segmentation INFO: Sample: 144, validation pixAcc: 96.015, mIoU: 75.781
2021-03-15 22:02:17,542 semantic_segmentation INFO: Sample: 145, validation pixAcc: 96.038, mIoU: 75.909
2021-03-15 22:02:17,672 semantic_segmentation INFO: Sample: 146, validation pixAcc: 96.058, mIoU: 76.032
2021-03-15 22:02:17,802 semantic_segmentation INFO: Sample: 147, validation pixAcc: 96.080, mIoU: 76.155
2021-03-15 22:02:17,926 semantic_segmentation INFO: Sample: 148, validation pixAcc: 96.102, mIoU: 76.277
2021-03-15 22:02:18,053 semantic_segmentation INFO: Sample: 149, validation pixAcc: 96.122, mIoU: 76.404
2021-03-15 22:02:18,176 semantic_segmentation INFO: Sample: 150, validation pixAcc: 96.141, mIoU: 76.523
2021-03-15 22:02:18,307 semantic_segmentation INFO: Sample: 151, validation pixAcc: 96.162, mIoU: 76.639
2021-03-15 22:02:18,429 semantic_segmentation INFO: Sample: 152, validation pixAcc: 96.184, mIoU: 76.743
2021-03-15 22:02:18,532 semantic_segmentation INFO: Sample: 153, validation pixAcc: 96.204, mIoU: 76.853
2021-03-15 22:02:18,656 semantic_segmentation INFO: Sample: 154, validation pixAcc: 96.224, mIoU: 76.957
2021-03-15 22:02:18,773 semantic_segmentation INFO: Sample: 155, validation pixAcc: 96.242, mIoU: 77.052
2021-03-15 22:02:18,900 semantic_segmentation INFO: Sample: 156, validation pixAcc: 96.260, mIoU: 77.142
2021-03-15 22:02:19,019 semantic_segmentation INFO: Sample: 157, validation pixAcc: 96.280, mIoU: 77.228
2021-03-15 22:02:19,136 semantic_segmentation INFO: Sample: 158, validation pixAcc: 96.300, mIoU: 77.328
2021-03-15 22:02:19,235 semantic_segmentation INFO: Sample: 159, validation pixAcc: 96.320, mIoU: 77.417
2021-03-15 22:02:19,364 semantic_segmentation INFO: Sample: 160, validation pixAcc: 96.339, mIoU: 77.507
2021-03-15 22:02:19,488 semantic_segmentation INFO: Sample: 161, validation pixAcc: 96.357, mIoU: 77.573
2021-03-15 22:02:19,620 semantic_segmentation INFO: Sample: 162, validation pixAcc: 96.375, mIoU: 77.649
2021-03-15 22:02:19,747 semantic_segmentation INFO: Sample: 163, validation pixAcc: 96.391, mIoU: 77.719
2021-03-15 22:02:19,870 semantic_segmentation INFO: Sample: 164, validation pixAcc: 96.409, mIoU: 77.791
2021-03-15 22:02:19,998 semantic_segmentation INFO: Sample: 165, validation pixAcc: 96.427, mIoU: 77.866
2021-03-15 22:02:20,120 semantic_segmentation INFO: Sample: 166, validation pixAcc: 96.446, mIoU: 77.945
2021-03-15 22:02:20,246 semantic_segmentation INFO: Sample: 167, validation pixAcc: 96.465, mIoU: 78.025
2021-03-15 22:02:20,373 semantic_segmentation INFO: Sample: 168, validation pixAcc: 96.484, mIoU: 78.101
2021-03-15 22:02:20,491 semantic_segmentation INFO: Sample: 169, validation pixAcc: 96.502, mIoU: 78.183
2021-03-15 22:02:20,596 semantic_segmentation INFO: Sample: 170, validation pixAcc: 96.520, mIoU: 78.267
2021-03-15 22:02:20,716 semantic_segmentation INFO: Sample: 171, validation pixAcc: 96.538, mIoU: 78.351
2021-03-15 22:02:20,832 semantic_segmentation INFO: Sample: 172, validation pixAcc: 96.556, mIoU: 78.426
2021-03-15 22:02:20,955 semantic_segmentation INFO: Sample: 173, validation pixAcc: 96.573, mIoU: 78.512
2021-03-15 22:02:21,075 semantic_segmentation INFO: Sample: 174, validation pixAcc: 96.589, mIoU: 78.588
2021-03-15 22:02:21,199 semantic_segmentation INFO: Sample: 175, validation pixAcc: 96.605, mIoU: 78.676
2021-03-15 22:02:21,302 semantic_segmentation INFO: Sample: 176, validation pixAcc: 96.620, mIoU: 78.770
2021-03-15 22:02:21,424 semantic_segmentation INFO: Sample: 177, validation pixAcc: 96.636, mIoU: 78.857
2021-03-15 22:02:21,552 semantic_segmentation INFO: Sample: 178, validation pixAcc: 96.652, mIoU: 78.941
2021-03-15 22:02:21,684 semantic_segmentation INFO: Sample: 179, validation pixAcc: 96.667, mIoU: 79.029
2021-03-15 22:02:21,809 semantic_segmentation INFO: Sample: 180, validation pixAcc: 96.680, mIoU: 79.116
2021-03-15 22:02:21,934 semantic_segmentation INFO: Sample: 181, validation pixAcc: 96.694, mIoU: 79.208
2021-03-15 22:02:22,058 semantic_segmentation INFO: Sample: 182, validation pixAcc: 96.708, mIoU: 79.297
2021-03-15 22:02:22,179 semantic_segmentation INFO: Sample: 183, validation pixAcc: 96.723, mIoU: 79.386
2021-03-15 22:02:22,303 semantic_segmentation INFO: Sample: 184, validation pixAcc: 96.737, mIoU: 79.474
2021-03-15 22:02:22,430 semantic_segmentation INFO: Sample: 185, validation pixAcc: 96.752, mIoU: 79.561
2021-03-15 22:02:22,548 semantic_segmentation INFO: Sample: 186, validation pixAcc: 96.767, mIoU: 79.644
2021-03-15 22:02:22,662 semantic_segmentation INFO: Sample: 187, validation pixAcc: 96.781, mIoU: 79.730
2021-03-15 22:02:22,787 semantic_segmentation INFO: Sample: 188, validation pixAcc: 96.794, mIoU: 79.809
2021-03-15 22:02:22,907 semantic_segmentation INFO: Sample: 189, validation pixAcc: 96.808, mIoU: 79.890
2021-03-15 22:02:23,034 semantic_segmentation INFO: Sample: 190, validation pixAcc: 96.821, mIoU: 79.966
2021-03-15 22:02:23,159 semantic_segmentation INFO: Sample: 191, validation pixAcc: 96.834, mIoU: 80.040
2021-03-15 22:02:23,279 semantic_segmentation INFO: Sample: 192, validation pixAcc: 96.847, mIoU: 80.114
2021-03-15 22:02:23,397 semantic_segmentation INFO: Sample: 193, validation pixAcc: 96.858, mIoU: 80.195
2021-03-15 22:02:23,523 semantic_segmentation INFO: Sample: 194, validation pixAcc: 96.868, mIoU: 80.274
2021-03-15 22:02:23,657 semantic_segmentation INFO: Sample: 195, validation pixAcc: 96.878, mIoU: 80.356
2021-03-15 22:02:23,786 semantic_segmentation INFO: Sample: 196, validation pixAcc: 96.889, mIoU: 80.432
2021-03-15 22:02:23,907 semantic_segmentation INFO: Sample: 197, validation pixAcc: 96.900, mIoU: 80.507
2021-03-15 22:02:24,018 semantic_segmentation INFO: Sample: 198, validation pixAcc: 96.911, mIoU: 80.583
2021-03-15 22:02:24,150 semantic_segmentation INFO: Sample: 199, validation pixAcc: 96.922, mIoU: 80.656
2021-03-15 22:02:24,272 semantic_segmentation INFO: Sample: 200, validation pixAcc: 96.932, mIoU: 80.726
2021-03-15 22:02:24,398 semantic_segmentation INFO: Sample: 201, validation pixAcc: 96.943, mIoU: 80.783
2021-03-15 22:02:24,517 semantic_segmentation INFO: Sample: 202, validation pixAcc: 96.954, mIoU: 80.846
2021-03-15 22:02:24,638 semantic_segmentation INFO: Sample: 203, validation pixAcc: 96.964, mIoU: 80.893
2021-03-15 22:02:24,761 semantic_segmentation INFO: Sample: 204, validation pixAcc: 96.974, mIoU: 80.940
2021-03-15 22:02:24,886 semantic_segmentation INFO: Sample: 205, validation pixAcc: 96.985, mIoU: 80.994
2021-03-15 22:02:25,012 semantic_segmentation INFO: Sample: 206, validation pixAcc: 96.995, mIoU: 81.045
2021-03-15 22:02:25,130 semantic_segmentation INFO: Sample: 207, validation pixAcc: 97.005, mIoU: 81.102
2021-03-15 22:02:25,249 semantic_segmentation INFO: Sample: 208, validation pixAcc: 97.012, mIoU: 81.143
2021-03-15 22:02:25,366 semantic_segmentation INFO: Sample: 209, validation pixAcc: 97.018, mIoU: 81.184
2021-03-15 22:02:25,494 semantic_segmentation INFO: Sample: 210, validation pixAcc: 97.027, mIoU: 81.225
2021-03-15 22:02:25,622 semantic_segmentation INFO: Sample: 211, validation pixAcc: 97.034, mIoU: 81.274
2021-03-15 22:02:25,744 semantic_segmentation INFO: Sample: 212, validation pixAcc: 97.043, mIoU: 81.316
2021-03-15 22:02:25,867 semantic_segmentation INFO: Sample: 213, validation pixAcc: 97.049, mIoU: 81.344
2021-03-15 22:02:25,992 semantic_segmentation INFO: Sample: 214, validation pixAcc: 97.056, mIoU: 81.368
2021-03-15 22:02:26,100 semantic_segmentation INFO: Sample: 215, validation pixAcc: 97.061, mIoU: 81.377
2021-03-15 22:02:26,235 semantic_segmentation INFO: Sample: 216, validation pixAcc: 97.069, mIoU: 81.399
2021-03-15 22:02:26,356 semantic_segmentation INFO: Sample: 217, validation pixAcc: 97.075, mIoU: 81.421
2021-03-15 22:02:26,479 semantic_segmentation INFO: Sample: 218, validation pixAcc: 97.082, mIoU: 81.450
2021-03-15 22:02:26,603 semantic_segmentation INFO: Sample: 219, validation pixAcc: 97.087, mIoU: 81.471
2021-03-15 22:02:26,734 semantic_segmentation INFO: Sample: 220, validation pixAcc: 97.094, mIoU: 81.495
2021-03-15 22:02:26,870 semantic_segmentation INFO: Sample: 221, validation pixAcc: 97.098, mIoU: 81.512
2021-03-15 22:02:26,998 semantic_segmentation INFO: Sample: 222, validation pixAcc: 97.104, mIoU: 81.533
2021-03-15 22:02:27,120 semantic_segmentation INFO: Sample: 223, validation pixAcc: 97.108, mIoU: 81.546
2021-03-15 22:02:27,240 semantic_segmentation INFO: Sample: 224, validation pixAcc: 97.110, mIoU: 81.553
2021-03-15 22:02:27,361 semantic_segmentation INFO: Sample: 225, validation pixAcc: 97.111, mIoU: 81.561
2021-03-15 22:02:27,466 semantic_segmentation INFO: Sample: 226, validation pixAcc: 97.114, mIoU: 81.574
2021-03-15 22:02:27,594 semantic_segmentation INFO: Sample: 227, validation pixAcc: 97.114, mIoU: 81.575
2021-03-15 22:02:27,710 semantic_segmentation INFO: Sample: 228, validation pixAcc: 97.117, mIoU: 81.589
2021-03-15 22:02:27,830 semantic_segmentation INFO: Sample: 229, validation pixAcc: 97.121, mIoU: 81.606
2021-03-15 22:02:27,956 semantic_segmentation INFO: Sample: 230, validation pixAcc: 97.123, mIoU: 81.621
2021-03-15 22:02:28,079 semantic_segmentation INFO: Sample: 231, validation pixAcc: 97.127, mIoU: 81.634
2021-03-15 22:02:28,191 semantic_segmentation INFO: Sample: 232, validation pixAcc: 97.130, mIoU: 81.635
2021-03-15 22:02:28,326 semantic_segmentation INFO: Sample: 233, validation pixAcc: 97.135, mIoU: 81.650
2021-03-15 22:02:28,459 semantic_segmentation INFO: Sample: 234, validation pixAcc: 97.141, mIoU: 81.674
2021-03-15 22:02:28,591 semantic_segmentation INFO: Sample: 235, validation pixAcc: 97.145, mIoU: 81.688
2021-03-15 22:02:28,720 semantic_segmentation INFO: Sample: 236, validation pixAcc: 97.150, mIoU: 81.710
2021-03-15 22:02:28,831 semantic_segmentation INFO: Sample: 237, validation pixAcc: 97.157, mIoU: 81.742
2021-03-15 22:02:28,956 semantic_segmentation INFO: Sample: 238, validation pixAcc: 97.163, mIoU: 81.772
2021-03-15 22:02:29,078 semantic_segmentation INFO: Sample: 239, validation pixAcc: 97.171, mIoU: 81.801
2021-03-15 22:02:29,203 semantic_segmentation INFO: Sample: 240, validation pixAcc: 97.177, mIoU: 81.819
2021-03-15 22:02:29,324 semantic_segmentation INFO: Sample: 241, validation pixAcc: 97.183, mIoU: 81.839
2021-03-15 22:02:29,444 semantic_segmentation INFO: Sample: 242, validation pixAcc: 97.187, mIoU: 81.840
